"Location","String Value","String Representation","Data Type"
"00a8d54c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/list/gf_menu_quest_list.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/list/gf_menu_quest_list.cpp\"","ds"
"00a8d599","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/list/gf_menu_zone_map_list.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/list/gf_menu_zone_map_list.cpp\"","ds"
"00a8d5fd","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/model_view/gf_menu_dynamics_calculator.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/model_view/gf_menu_dynamics_calculator.cpp\"","ds"
"00a8d68b","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/model_view/gf_menu_model_view.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/model_view/gf_menu_model_view.cpp\"","ds"
"00a8d71f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_action_window.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_action_window.cpp\"","ds"
"00a8d796","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_announce.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_announce.cpp\"","ds"
"00a8db0a","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_arts_palette.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_arts_palette.cpp\"","ds"
"00a8dda0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_balloon.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_balloon.cpp\"","ds"
"00a8e50e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_reference_item.h","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_reference_item.h\"","ds"
"00a8e591","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_battle_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_battle_telop.cpp\"","ds"
"00a8e7b7","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_reference_number.h","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_reference_number.h\"","ds"
"00a8e80d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_book.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_book.cpp\"","ds"
"00a8ea77","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_change.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_change.cpp\"","ds"
"00a8ed07","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_create.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_create.cpp\"","ds"
"00a8f2e7","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_name.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_name.cpp\"","ds"
"00a8f384","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_release.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_release.cpp\"","ds"
"00a8f47f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_set2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_set2.cpp\"","ds"
"00a8f78d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_switch.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_blade_switch.cpp\"","ds"
"00a8f800","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_equip.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_equip.cpp\"","ds"
"00a8fa36","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_kizuna_ring.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_kizuna_ring.cpp\"","ds"
"00a8fda4","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_weapon2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_bl_weapon2.cpp\"","ds"
"00a900f8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_order.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_order.cpp\"","ds"
"00a90675","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_telop.cpp\"","ds"
"00a9084f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_tutorial.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btlch_tutorial.cpp\"","ds"
"00a90996","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btl_time.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_btl_time.cpp\"","ds"
"00a90b75","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_button_challenge2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_button_challenge2.cpp\"","ds"
"00a91060","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_camp_menu.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_camp_menu.cpp\"","ds"
"00a913e4","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chain_attack.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chain_attack.cpp\"","ds"
"00a9179d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chain_icon.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chain_icon.cpp\"","ds"
"00a9181c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_many_objects.h","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../gf_menu_many_objects.h\"","ds"
"00a9186e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chapter_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_chapter_telop.cpp\"","ds"
"00a9197e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_change.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_change.cpp\"","ds"
"00a91ec8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_select.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_select.cpp\"","ds"
"00a924fd","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_select_ira.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_char_select_ira.cpp\"","ds"
"00a92917","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_cmn_status.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_cmn_status.cpp\"","ds"
"00a93c67","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_combo_route.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_combo_route.cpp\"","ds"
"00a93ea0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_combo_route_simple.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_combo_route_simple.cpp\"","ds"
"00a93f95","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_common_text.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_common_text.cpp\"","ds"
"00a947c3","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_compass.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_compass.cpp\"","ds"
"00a94948","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_cylinderselect.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_cylinderselect.cpp\"","ds"
"00a9499f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_damage_buff.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_damage_buff.cpp\"","ds"
"00a94aad","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_damage_value.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_damage_value.cpp\"","ds"
"00a94bc1","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_drop_item.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_drop_item.cpp\"","ds"
"00a94d58","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_arts_set2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_arts_set2.cpp\"","ds"
"00a9575d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_equip2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_equip2.cpp\"","ds"
"00a95927","C:/Monolithsoft/BF2/prog/application/BF2\gf/menu/gf_menu_reference_item.h","\"C:/Monolithsoft/BF2/prog/application/BF2\\gf/menu/gf_menu_reference_item.h\"","ds"
"00a95971","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_kizuna_ring.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_dr_kizuna_ring.cpp\"","ds"
"00a95c0a","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_element_eff.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_element_eff.cpp\"","ds"
"00a95ce5","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_enemy_status.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_enemy_status.cpp\"","ds"
"00a95f9e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_environment_info.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_environment_info.cpp\"","ds"
"00a9602c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_en_book.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_en_book.cpp\"","ds"
"00a9644a","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_event_skip.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_event_skip.cpp\"","ds"
"00a964cb","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_event_subtitle.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_event_subtitle.cpp\"","ds"
"00a96556","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_ev_theater.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_ev_theater.cpp\"","ds"
"00a96b14","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_exp_get.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_exp_get.cpp\"","ds"
"00a96c70","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_fade.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_fade.cpp\"","ds"
"00a96cf8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_field_skill.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_field_skill.cpp\"","ds"
"00a9705e","C:/Monolithsoft/BF2/prog/application/BF2\gf/menu/gf_menu_reference_fs.h","\"C:/Monolithsoft/BF2/prog/application/BF2\\gf/menu/gf_menu_reference_fs.h\"","ds"
"00a970a6","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_gift_box.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_gift_box.cpp\"","ds"
"00a97519","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_custom.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_custom.cpp\"","ds"
"00a97a59","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../adapter/../gf_menu_reference_item.h","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/../adapter/../gf_menu_reference_item.h\"","ds"
"00a97ad8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_parts_crystal.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_parts_crystal.cpp\"","ds"
"00a97c83","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_parts_make.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_parts_make.cpp\"","ds"
"00a97e62","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_submenu.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hana_submenu.cpp\"","ds"
"00a97f1b","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_help_hud.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_help_hud.cpp\"","ds"
"00a980ee","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hitonowa.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_hitonowa.cpp\"","ds"
"00a9839f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_item_list2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_item_list2.cpp\"","ds"
"00a984d8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_link_jump.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_link_jump.cpp\"","ds"
"00a9857c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_loading_ira.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_loading_ira.cpp\"","ds"
"00a985d0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_location_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_location_telop.cpp\"","ds"
"00a98695","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_lvup_main.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_lvup_main.cpp\"","ds"
"00a98901","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_lvup_select.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_lvup_select.cpp\"","ds"
"00a98a14","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mainmenu2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mainmenu2.cpp\"","ds"
"00a98d7c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mainmenu2bg.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mainmenu2bg.cpp\"","ds"
"00a98ee9","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_main_root.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_main_root.cpp\"","ds"
"00a98f48","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_main_submenu.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_main_submenu.cpp\"","ds"
"00a98ff3","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_form.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_form.cpp\"","ds"
"00a997b8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_report.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_report.cpp\"","ds"
"00a9983f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_root.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_root.cpp\"","ds"
"00a998ac","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_top.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_mercenary_top.cpp\"","ds"
"00a99e0b","C:/Monolithsoft/BF2/prog/application/BF2\gf/menu/gf_menu_reference_quest.h","\"C:/Monolithsoft/BF2/prog/application/BF2\\gf/menu/gf_menu_reference_quest.h\"","ds"
"00a99e6b","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_minimap2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_minimap2.cpp\"","ds"
"00a99fa0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_named_dialog.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_named_dialog.cpp\"","ds"
"00a9a0d6","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_named_list.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_named_list.cpp\"","ds"
"00a9a175","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_name_select.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_name_select.cpp\"","ds"
"00a9a26b","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_npc_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_npc_telop.cpp\"","ds"
"00a9a375","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_ocg.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_ocg.cpp\"","ds"
"00a9a56e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_opening_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_opening_telop.cpp\"","ds"
"00a9a653","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_operation_info.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_operation_info.cpp\"","ds"
"00a9a71d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_option.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_option.cpp\"","ds"
"00a9aae5","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_other_cursor.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_other_cursor.cpp\"","ds"
"00a9abbd","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_form2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_form2.cpp\"","ds"
"00a9af9e","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_form3.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_form3.cpp\"","ds"
"00a9b2c0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_gauge.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_gauge.cpp\"","ds"
"00a9b404","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_status.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_status.cpp\"","ds"
"00a9b673","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_status2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_party_status2.cpp\"","ds"
"00a9b805","C:/Monolithsoft/BF2/prog/application/BF2\gf/menu/adapter/gf_menu_adapter.h","\"C:/Monolithsoft/BF2/prog/application/BF2\\gf/menu/adapter/gf_menu_adapter.h\"","ds"
"00a9b85c","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_popup.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_popup.cpp\"","ds"
"00a9ba90","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_pouch2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_pouch2.cpp\"","ds"
"00a9c1d0","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_list.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_list.cpp\"","ds"
"00a9c6c7","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_log.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_log.cpp\"","ds"
"00a9c9ae","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_reward.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_quest_reward.cpp\"","ds"
"00a9cb04","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_salvage.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_salvage.cpp\"","ds"
"00a9ccbe","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_save_load2.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_save_load2.cpp\"","ds"
"00a9ce1d","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_shop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_shop.cpp\"","ds"
"00a9defc","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_skip_time.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_skip_time.cpp\"","ds"
"00a9e011","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_sort.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_sort.cpp\"","ds"
"00a9e0d8","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_special_gauge.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_special_gauge.cpp\"","ds"
"00a9e166","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_staffroll.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_staffroll.cpp\"","ds"
"00a9e25f","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_target_cursor.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_target_cursor.cpp\"","ds"
"00a9e371","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_target_info.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_target_info.cpp\"","ds"
"00a9e654","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_tips.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_tips.cpp\"","ds"
"00a9e6f4","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_title.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_title.cpp\"","ds"
"00a9e8aa","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_tutorial.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_tutorial.cpp\"","ds"
"00a9e9e4","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_vision.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_vision.cpp\"","ds"
"00a9eb11","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_world_map.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_world_map.cpp\"","ds"
"00a9f081","C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_zone_telop.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/menu/object/gf_menu_obj_zone_telop.cpp\"","ds"
"00a9f1af","C:/Monolithsoft/BF2/prog/application/BF2/gf/model/gf_opt_model.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/model/gf_opt_model.cpp\"","ds"
"00a9f1f2","C:/Monolithsoft/BF2/prog/application/BF2/gf/movie/gf_movie_manager.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/movie/gf_movie_manager.cpp\"","ds"
"00a9f26c","C:/Monolithsoft/BF2/prog/application/BF2/gf/object/component/animation/gf_com_pack_anim.cpp","\"C:/Monolithsoft/BF2/prog/application/BF2/gf/object/component/animation/gf_com_pack_anim.cpp\"","ds"
